lei;dispositivo;hierarquia;tipo;numero;artigo;paragrafo;inciso;aliena;parte;titulo;capitulo;secao;subsecao;ano
cf;VIII - é vedada a dispensa do empregado sindicalizado a partir do registro da candidatura a cargo de direção ou representação sindical e, se eleito, ainda que suplente, até um ano após o final do mandato, salvo se cometer falta grave nos termos da lei.;2;i;VIII;8;;VIII;;;II;II;;;
cf;Parágrafo único. As disposições deste artigo aplicam-se à organização de sindicatos rurais e de colônias de pescadores, atendidas as condições que a lei estabelecer.;3;pu;pu;8;;;;;II;II;;;
cf;Art. 9º É assegurado o direito de greve, competindo aos trabalhadores decidir sobre a oportunidade de exercê-lo e sobre os interesses que devam por meio dele defender.;4;a;9;9;;;;;II;II;;;
cf;§ 1º A lei definirá os serviços ou atividades essenciais e disporá sobre o atendimento das necessidades inadiáveis da comunidade.;3;p;1;9;1;;;;II;II;;;
cf;§ 2º Os abusos cometidos sujeitam os responsáveis às penas da lei.;3;p;2;9;2;;;;II;II;;;
cf;Art. 10. É assegurada a participação dos trabalhadores e empregadores nos colegiados dos órgãos públicos em que seus interesses profissionais ou previdenciários sejam objeto de discussão e deliberação.;4;a;10;10;;;;;II;II;;;
cf;Art. 11. Nas empresas de mais de duzentos empregados, é assegurada a eleição de um representante destes com a finalidade exclusiva de promover-lhes o entendimento direto com os empregadores.;4;a;11;11;;;;;II;II;;;
cf;CAPÍTULO III: DA NACIONALIDADE;7;c;III;;;;;;II;III;;;
cf;Art. 12. São brasileiros:;4;a;12;12;;;;;II;III;;;
cf;I - natos:;2;i;I;12;;I;;;II;III;;;
cf;"a) os nascidos na República Federativa do Brasil, ainda que de pais estrangeiros, desde que estes não estejam a serviço de seu país;";1;al;a;12;;I;a;;II;III;;;
cf;"b) os nascidos no estrangeiro, de pai brasileiro ou mãe brasileira, desde que qualquer deles esteja a serviço da República Federativa do Brasil;";1;al;b;12;;I;b;;II;III;;;
cf;"c) os nascidos no estrangeiro de pai brasileiro ou de mãe brasileira, desde que sejam registrados em repartição brasileira competente ou venham a residir na República Federativa do Brasil e optem, em qualquer tempo, depois de atingida a maioridade, pela nacionalidade brasileira;  ";1;al;c;12;;I;c;;II;III;;;2007
cf;II - naturalizados:;2;i;II;12;;II;;;II;III;;;
cf;"a) os que, na forma da lei, adquiram a nacionalidade brasileira, exigidas aos originários de países de língua portuguesa apenas residência por um ano ininterrupto e idoneidade moral;";1;al;a;12;;II;a;;II;III;;;
cf;b) os estrangeiros de qualquer nacionalidade, residentes na República Federativa do Brasil há mais de quinze anos ininterruptos e sem condenação penal, desde que requeiram a nacionalidade brasileira.  ;1;al;b;12;;II;b;;II;III;;;1994
cf;§ 1º Aos portugueses com residência permanente no País, se houver reciprocidade em favor de brasileiros, serão atribuídos os direitos inerentes ao brasileiro, salvo os casos previstos nesta Constituição.  ;3;p;1;12;1;;;;II;III;;;1994
cf;§ 2º A lei não poderá estabelecer distinção entre brasileiros natos e naturalizados, salvo nos casos previstos nesta Constituição.;3;p;2;12;2;;;;II;III;;;
cf;§ 3º São privativos de brasileiro nato os cargos:;3;p;3;12;3;;;;II;III;;;
cf;"I - de Presidente e Vice-Presidente da República;";2;i;I;12;3;I;;;II;III;;;
cf;"II - de Presidente da Câmara dos Deputados;";2;i;II;12;3;II;;;II;III;;;
cf;"III - de Presidente do Senado Federal;";2;i;III;12;3;III;;;II;III;;;
cf;"IV - de Ministro do Supremo Tribunal Federal;";2;i;IV;12;3;IV;;;II;III;;;
cf;"V - da carreira diplomática;";2;i;V;12;3;V;;;II;III;;;
cf;VI - de oficial das Forças Armadas.;2;i;VI;12;3;VI;;;II;III;;;
cf;VII - de Ministro de Estado da Defesa  ;2;i;VII;12;3;VII;;;II;III;;;1999
cf;§ 4º - Será declarada a perda da nacionalidade do brasileiro que:;3;p;4;12;4;;;;II;III;;;
cf;"I - tiver cancelada sua naturalização, por sentença judicial, em virtude de fraude relacionada ao processo de naturalização ou de atentado contra a ordem constitucional e o Estado Democrático;  ";2;i;I;12;4;I;;;II;III;;;2023
cf;II - fizer pedido expresso de perda da nacionalidade brasileira perante autoridade brasileira competente, ressalvadas situações que acarretem apatridia.  ;2;i;II;12;4;II;;;II;III;;;2023
cf;"a) revogada;  ";1;al;a;12;4;II;a;;II;III;;;2023
cf;b) revogada.  ;1;al;b;12;4;II;b;;II;III;;;2023
cf;§ 5º A renúncia da nacionalidade, nos termos do inciso II do § 4º deste artigo, não impede o interessado de readquirir sua nacionalidade brasileira originária, nos termos da lei.  ;3;p;5;12;5;;;;II;III;;;2023
cf;Art. 13. A língua portuguesa é o idioma oficial da República Federativa do Brasil.;4;a;13;13;;;;;II;III;;;
cf;§ 1º São símbolos da República Federativa do Brasil a bandeira, o hino, as armas e o selo nacionais.;3;p;1;13;1;;;;II;III;;;
cf;§ 2º Os Estados, o Distrito Federal e os Municípios poderão ter símbolos próprios.;3;p;2;13;2;;;;II;III;;;
cf;CAPÍTULO IV: DOS DIREITOS POLÍTICOS;7;c;IV;;;;;;II;IV;;;
cf;Art. 14. A soberania popular será exercida pelo sufrágio universal e pelo voto direto e secreto, com valor igual para todos, e, nos termos da lei, mediante:;4;a;14;14;;;;;II;IV;;;
cf;"I - plebiscito;";2;i;I;14;;I;;;II;IV;;;
cf;"II - referendo;";2;i;II;14;;II;;;II;IV;;;
cf;III - iniciativa popular.;2;i;III;14;;III;;;II;IV;;;
cf;§ 1º O alistamento eleitoral e o voto são:;3;p;1;14;1;;;;II;IV;;;
cf;"I - obrigatórios para os maiores de dezoito anos;";2;i;I;14;1;I;;;II;IV;;;
cf;II - facultativos para:;2;i;II;14;1;II;;;II;IV;;;
cf;"a) os analfabetos;";1;al;a;14;1;II;a;;II;IV;;;
cf;"b) os maiores de setenta anos;";1;al;b;14;1;II;b;;II;IV;;;
cf;c) os maiores de dezesseis e menores de dezoito anos.;1;al;c;14;1;II;c;;II;IV;;;
cf;§ 2º Não podem alistar-se como eleitores os estrangeiros e, durante o período do serviço militar obrigatório, os conscritos.;3;p;2;14;2;;;;II;IV;;;
cf;§ 3º São condições de elegibilidade, na forma da lei:;3;p;3;14;3;;;;II;IV;;;
cf;"I - a nacionalidade brasileira;";2;i;I;14;3;I;;;II;IV;;;
cf;"II - o pleno exercício dos direitos políticos;";2;i;II;14;3;II;;;II;IV;;;
cf;"III - o alistamento eleitoral;";2;i;III;14;3;III;;;II;IV;;;
cf;"IV - o domicílio eleitoral na circunscrição;";2;i;IV;14;3;IV;;;II;IV;;;
cf;"V - a filiação partidária;  Regulamento";2;i;V;14;3;V;;;II;IV;;;
cf;VI - a idade mínima de:;2;i;VI;14;3;VI;;;II;IV;;;
cf;"a) trinta e cinco anos para Presidente e Vice-Presidente da República e Senador;";1;al;a;14;3;VI;a;;II;IV;;;
cf;"b) trinta anos para Governador e Vice-Governador de Estado e do Distrito Federal;";1;al;b;14;3;VI;b;;II;IV;;;
cf;"c) vinte e um anos para Deputado Federal, Deputado Estadual ou Distrital, Prefeito, Vice-Prefeito e juiz de paz;";1;al;c;14;3;VI;c;;II;IV;;;
cf;d) dezoito anos para Vereador.;1;al;d;14;3;VI;d;;II;IV;;;
cf;§ 4º São inelegíveis os inalistáveis e os analfabetos.;3;p;4;14;4;;;;II;IV;;;
cf;§ 5º O Presidente da República, os Governadores de Estado e do Distrito Federal, os Prefeitos e quem os houver sucedido, ou substituído no curso dos mandatos poderão ser reeleitos para um único período subseqüente.  ;3;p;5;14;5;;;;II;IV;;;1997
cf;§ 6º Para concorrerem a outros cargos, o Presidente da República, os Governadores de Estado e do Distrito Federal e os Prefeitos devem renunciar aos respectivos mandatos até seis meses antes do pleito.;3;p;6;14;6;;;;II;IV;;;
cf;§ 7º São inelegíveis, no território de jurisdição do titular, o cônjuge e os parentes consangüíneos ou afins, até o segundo grau ou por adoção, do Presidente da República, de Governador de Estado ou Território, do Distrito Federal, de Prefeito ou de quem os haja substituído dentro dos seis meses anteriores ao pleito, salvo se já titular de mandato eletivo e candidato à reeleição.;3;p;7;14;7;;;;II;IV;;;
cf;§ 8º O militar alistável é elegível, atendidas as seguintes condições:;3;p;8;14;8;;;;II;IV;;;
cf;"I - se contar menos de dez anos de serviço, deverá afastar-se da atividade;";2;i;I;14;8;I;;;II;IV;;;
cf;II - se contar mais de dez anos de serviço, será agregado pela autoridade superior e, se eleito, passará automaticamente, no ato da diplomação, para a inatividade.;2;i;II;14;8;II;;;II;IV;;;
cf;§ 9º Lei complementar estabelecerá outros casos de inelegibilidade e os prazos de sua cessação, a fim de proteger a probidade administrativa, a moralidade para exercício de mandato considerada vida pregressa do candidato, e a normalidade e legitimidade das eleições contra a influência do poder econômico ou o abuso do exercício de função, cargo ou emprego na administração direta ou indireta.  ;3;p;9;14;9;;;;II;IV;;;1994
cf;§ 10. O mandato eletivo poderá ser impugnado ante a Justiça Eleitoral no prazo de quinze dias contados da diplomação, instruída a ação com provas de abuso do poder econômico, corrupção ou fraude.;3;p;10;14;10;;;;II;IV;;;
cf;§ 11. A ação de impugnação de mandato tramitará em segredo de justiça, respondendo o autor, na forma da lei, se temerária ou de manifesta má-fé.;3;p;11;14;11;;;;II;IV;;;
cf;§ 12. Serão realizadas concomitantemente às eleições municipais as consultas populares sobre questões locais aprovadas pelas Câmaras Municipais e encaminhadas à Justiça Eleitoral até 90 (noventa) dias antes da data das eleições, observados os limites operacionais relativos ao número de quesitos.  ;3;p;12;14;12;;;;II;IV;;;2021
cf;§ 13. As manifestações favoráveis e contrárias às questões submetidas às consultas populares nos termos do § 12 ocorrerão durante as campanhas eleitorais, sem a utilização de propaganda gratuita no rádio e na televisão.  ;3;p;13;14;13;;;;II;IV;;;2021
cf;Art. 15. É vedada a cassação de direitos políticos, cuja perda ou suspensão só se dará nos casos de:;4;a;15;15;;;;;II;IV;;;
cf;"I - cancelamento da naturalização por sentença transitada em julgado;";2;i;I;15;;I;;;II;IV;;;
cf;"II - incapacidade civil absoluta;";2;i;II;15;;II;;;II;IV;;;
cf;"III - condenação criminal transitada em julgado, enquanto durarem seus efeitos;";2;i;III;15;;III;;;II;IV;;;
cf;"IV - recusa de cumprir obrigação a todos imposta ou prestação alternativa, nos termos do art. 5º, VIII;";2;i;IV;15;;IV;;;II;IV;;;
cf;V - improbidade administrativa, nos termos do art. 37, § 4º.;2;i;V;15;;V;;;II;IV;;;
cf;Art. 16. A lei que alterar o processo eleitoral entrará em vigor na data de sua publicação, não se aplicando à eleição que ocorra até um ano da data de sua vigência.  ;4;a;16;16;;;;;II;IV;;;1993
cf;CAPÍTULO V: DOS PARTIDOS POLÍTICOS;7;c;V;;;;;;II;V;;;
cf;Art. 17. É livre a criação, fusão, incorporação e extinção de partidos políticos, resguardados a soberania nacional, o regime democrático, o pluripartidarismo, os direitos fundamentais da pessoa humana e observados os seguintes preceitos:  Regulamento;4;a;17;17;;;;;II;V;;;
cf;"I - caráter nacional;";2;i;I;17;;I;;;II;V;;;
cf;"II - proibição de recebimento de recursos financeiros de entidade ou governo estrangeiros ou de subordinação a estes;";2;i;II;17;;II;;;II;V;;;
cf;"III - prestação de contas à Justiça Eleitoral;";2;i;III;17;;III;;;II;V;;;
cf;IV - funcionamento parlamentar de acordo com a lei.;2;i;IV;17;;IV;;;II;V;;;
cf;§ 1º É assegurada aos partidos políticos autonomia para definir sua estrutura interna e estabelecer regras sobre escolha, formação e duração de seus órgãos permanentes e provisórios e sobre sua organização e funcionamento e para adotar os critérios de escolha e o regime de suas coligações nas eleições majoritárias, vedada a sua celebração nas eleições proporcionais, sem obrigatoriedade de vinculação entre as candidaturas em âmbito nacional, estadual, distrital ou municipal, devendo seus estatutos estabelecer normas de disciplina e fidelidade partidária.  ;3;p;1;17;1;;;;II;V;;;2017
cf;§ 2º Os partidos políticos, após adquirirem personalidade jurídica, na forma da lei civil, registrarão seus estatutos no Tribunal Superior Eleitoral.;3;p;2;17;2;;;;II;V;;;
cf;§ 3º Somente terão direito a recursos do fundo partidário e acesso gratuito ao rádio e à televisão, na forma da lei, os partidos políticos que alternativamente:  ;3;p;3;17;3;;;;II;V;;;2017
cf;"I - obtiverem, nas eleições para a Câmara dos Deputados, no mínimo, 3% (três por cento) dos votos válidos, distribuídos em pelo menos um terço das unidades da Federação, com um mínimo de 2% (dois por cento) dos votos válidos em cada uma delas; ou  ";2;i;I;17;3;I;;;II;V;;;2017
cf;II - tiverem elegido pelo menos quinze Deputados Federais distribuídos em pelo menos um terço das unidades da Federação.  ;2;i;II;17;3;II;;;II;V;;;2017
cf;§ 4º É vedada a utilização pelos partidos políticos de organização paramilitar.;3;p;4;17;4;;;;II;V;;;
cf;§ 5º Ao eleito por partido que não preencher os requisitos previstos no § 3º deste artigo é assegurado o mandato e facultada a filiação, sem perda do mandato, a outro partido que os tenha atingido, não sendo essa filiação considerada para fins de distribuição dos recursos do fundo partidário e de acesso gratuito ao tempo de rádio e de televisão.  ;3;p;5;17;5;;;;II;V;;;2017
cf;§ 6º Os Deputados Federais, os Deputados Estaduais, os Deputados Distritais e os Vereadores que se desligarem do partido pelo qual tenham sido eleitos perderão o mandato, salvo nos casos de anuência do partido ou de outras hipóteses de justa causa estabelecidas em lei, não computada, em qualquer caso, a migração de partido para fins de distribuição de recursos do fundo partidário ou de outros fundos públicos e de acesso gratuito ao rádio e à televisão.  ;3;p;6;17;6;;;;II;V;;;2021
cf;§ 7º Os partidos políticos devem aplicar no mínimo 5% (cinco por cento) dos recursos do fundo partidário na criação e na manutenção de programas de promoção e difusão da participação política das mulheres, de acordo com os interesses intrapartidários.  ;3;p;7;17;7;;;;II;V;;;2022
cf;§ 8º O montante do Fundo Especial de Financiamento de Campanha e da parcela do fundo partidário destinada a campanhas eleitorais, bem como o tempo de propaganda gratuita no rádio e na televisão a ser distribuído pelos partidos às respectivas candidatas, deverão ser de no mínimo 30% (trinta por cento), proporcional ao número de candidatas, e a distribuição deverá ser realizada conforme critérios definidos pelos respectivos órgãos de direção e pelas normas estatutárias, considerados a autonomia e o interesse partidário.  ;3;p;8;17;8;;;;II;V;;;2022
cf;§ 9º Dos recursos oriundos do Fundo Especial de Financiamento de Campanha e do fundo partidário destinados às campanhas eleitorais, os partidos políticos devem, obrigatoriamente, aplicar 30% (trinta por cento) em candidaturas de pessoas pretas e pardas, nas circunscrições que melhor atendam aos interesses e às estratégias partidárias.  ;3;p;9;17;9;;;;II;V;;;2024
cf;TÍTULO III: Da Organização do Estado;8;t;III;;;;;;III;;;;
cf;CAPÍTULO I: DA ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA;7;c;I;;;;;;III;I;;;
cf;Art. 18. A organização político-administrativa da República Federativa do Brasil compreende a União, os Estados, o Distrito Federal e os Municípios, todos autônomos, nos termos desta Constituição.;4;a;18;18;;;;;III;I;;;
cf;§ 1º Brasília é a Capital Federal.;3;p;1;18;1;;;;III;I;;;
cf;§ 2º Os Territórios Federais integram a União, e sua criação, transformação em Estado ou reintegração ao Estado de origem serão reguladas em lei complementar.;3;p;2;18;2;;;;III;I;;;
cf;§ 3º Os Estados podem incorporar-se entre si, subdividir-se ou desmembrar-se para se anexarem a outros, ou formarem novos Estados ou Territórios Federais, mediante aprovação da população diretamente interessada, através de plebiscito, e do Congresso Nacional, por lei complementar.;3;p;3;18;3;;;;III;I;;;
cf;§ 4º A criação, a incorporação, a fusão e o desmembramento de Municípios, far-se-ão por lei estadual, dentro do período determinado por Lei Complementar Federal, e dependerão de consulta prévia, mediante plebiscito, às populações dos Municípios envolvidos, após divulgação dos Estudos de Viabilidade Municipal, apresentados e publicados na forma da lei.  (Redação dada pela Emenda Constitucional nº 15, de 1996)  Vide art. 96 - ADCT;3;p;4;18;4;;;;III;I;;;1996
cf;Art. 19. É vedado à União, aos Estados, ao Distrito Federal e aos Municípios:;4;a;19;19;;;;;III;I;;;
cf;"I - estabelecer cultos religiosos ou igrejas, subvencioná-los, embaraçar-lhes o funcionamento ou manter com eles ou seus representantes relações de dependência ou aliança, ressalvada, na forma da lei, a colaboração de interesse público;";2;i;I;19;;I;;;III;I;;;
